Pathway 1	Pathway 2	Nr shared xrefs	Nr xrefs pathway 1	Nr xrefs pathway 2	Nr unique xrefs both pathways
WP707	WP1443	1	70	120	190
WP707	WP666	1	70	35	104
WP707	WP236	7	70	131	200
WP707	WP497	0	70	49	119
WP707	WP320	0	70	0	70
WP707	WP167	0	70	33	103
WP707	WP197	0	70	29	99
WP707	WP195	0	70	38	108
WP707	WP534	0	70	59	129
WP707	WP696	0	70	9	79
WP707	WP205	5	70	44	114
WP707	WP107	0	70	50	120
WP707	WP311	0	70	10	80
WP707	WP661	0	70	21	91
WP707	WP531	1	70	9	79
WP707	WP411	1	70	129	199
WP707	WP706	1	70	71	140
WP707	WP715	0	70	5	75
WP707	WP272	0	70	24	94
WP707	WP306	3	70	188	258
WP707	WP732	0	70	20	90
WP707	WP35	0	70	96	166
WP707	WP545	0	70	18	88
WP707	WP23	11	70	158	227
WP707	WP179	25	70	90	160
WP707	WP430	0	70	35	105
WP707	WP410	0	70	48	118
WP707	WP1462	0	70	1	71
WP707	WP623	0	70	68	138
WP707	WP400	2	70	34	102
WP707	WP61	2	70	85	155
WP707	WP716	0	70	62	132
WP707	WP428	4	70	61	130
WP707	WP313	0	70	34	104
WP707	WP1442	1	70	120	190
WP707	WP34	4	70	30	100
WP707	WP289	2	70	160	229
WP707	WP382	7	70	162	231
WP707	WP129	0	70	31	101
WP707	WP117	0	70	103	173
WP707	WP474	0	70	66	136
WP707	WP241	0	70	43	113
WP707	WP466	3	70	49	118
WP707	WP383	0	70	38	108
WP707	WP185	0	70	99	169
WP707	WP399	5	70	98	167
WP707	WP524	0	70	37	107
WP707	WP15	0	70	191	261
WP707	WP143	0	70	43	113
WP707	WP1432	0	70	0	70
WP707	WP694	0	70	10	80
WP707	WP299	0	70	41	111
WP707	WP100	0	70	38	108
WP707	WP405	0	70	41	111
WP707	WP477	0	70	88	158
WP707	WP704	0	70	14	84
WP707	WP500	0	70	42	112
WP707	WP80	0	70	13	83
WP707	WP138	8	70	112	182
WP707	WP24	0	70	75	145
WP707	WP521	0	70	13	83
WP707	WP536	1	70	152	222
WP707	WP304	1	70	67	137
WP707	WP1435	5	70	97	166
WP707	WP134	0	70	18	88
WP707	WP712	1	70	22	91
WP707	WP357	0	70	25	95
WP707	WP691	0	70	30	100
WP707	WP229	0	70	14	84
WP707	WP1434	0	70	11	81
WP707	WP408	0	70	28	98
WP707	WP561	0	70	22	92
WP707	WP363	3	70	110	180
WP707	WP733	0	70	5	75
WP707	WP237	0	70	21	91
WP707	WP1438	0	70	14	84
WP707	WP28	0	70	47	117
WP707	WP262	0	70	23	93
WP707	WP702	0	70	188	258
WP707	WP58	0	70	41	111
WP707	WP268	0	70	46	116
WP707	WP384	7	70	18	88
WP707	WP1441	1	70	113	183
WP707	WP334	0	70	23	93
WP707	WP49	1	70	76	145
WP707	WP516	0	70	20	90
WP707	WP43	0	70	71	141
WP707	WP585	0	70	28	98
WP707	WP1423	0	70	28	98
WP707	WP244	4	70	67	137
WP707	WP722	1	70	38	107
WP707	WP686	0	70	2	72
WP707	WP698	0	70	40	110
WP707	WP673	4	70	47	116
WP707	WP98	0	70	40	110
WP707	WP1433	2	70	41	109
WP727	WP560	1	44	52	95
WP727	WP286	1	44	101	144
WP727	WP53	1	44	52	95
WP727	WP1444	3	44	120	161
WP727	WP678	0	44	16	60
WP727	WP1422	0	44	62	106
WP727	WP558	0	44	65	109
WP727	WP254	1	44	83	126
WP727	WP1424	0	44	28	72
WP727	WP69	0	44	135	179
WP727	WP51	0	44	153	197
WP727	WP465	2	44	74	116
WP727	WP364	2	44	100	142
WP727	WP1448	3	44	148	189
WP727	WP47	0	44	22	66
WP727	WP22	0	44	24	68
WP727	WP136	0	44	9	53
WP727	WP581	0	44	26	70
WP727	WP1443	3	44	120	161
WP727	WP666	0	44	35	79
WP727	WP236	3	44	131	172
WP727	WP497	0	44	49	93
WP727	WP320	0	44	0	44
WP727	WP167	0	44	33	77
WP727	WP197	0	44	29	73
WP727	WP195	2	44	38	80
WP727	WP534	0	44	59	103
WP727	WP696	0	44	9	53
WP727	WP205	0	44	44	88
WP727	WP107	0	44	50	94
WP727	WP311	0	44	10	54
WP727	WP661	0	44	21	65
WP727	WP531	0	44	9	53
WP727	WP411	0	44	129	173
WP727	WP706	3	44	71	112
WP727	WP715	0	44	5	49
WP727	WP272	0	44	24	68
WP727	WP306	1	44	188	231
WP727	WP732	1	44	20	63
WP727	WP35	0	44	96	140
WP727	WP545	0	44	18	62
WP727	WP23	1	44	158	201
WP727	WP179	1	44	90	133
WP727	WP430	0	44	35	79
WP727	WP410	1	44	48	91
WP727	WP1462	0	44	1	45
WP727	WP623	0	44	68	112
WP727	WP400	1	44	34	77
WP727	WP61	0	44	85	129
WP727	WP716	0	44	62	106
WP727	WP428	0	44	61	105
WP727	WP313	0	44	34	78
WP727	WP1442	3	44	120	161
WP727	WP34	0	44	30	74
WP727	WP289	2	44	160	202
WP727	WP382	4	44	162	202
WP727	WP129	1	44	31	74
WP727	WP117	1	44	103	146
WP727	WP474	0	44	66	110
WP727	WP241	0	44	43	87
WP727	WP466	0	44	49	93
WP727	WP383	0	44	38	82
WP727	WP185	1	44	99	142
WP727	WP399	1	44	98	141
WP727	WP524	0	44	37	81
WP727	WP15	2	44	191	233
WP727	WP143	0	44	43	87
WP727	WP1432	0	44	0	44
WP727	WP694	0	44	10	54
WP727	WP299	0	44	41	85
WP727	WP100	0	44	38	82
WP727	WP405	0	44	41	85
WP727	WP477	0	44	88	132
WP727	WP704	0	44	14	58
WP727	WP500	1	44	42	85
WP727	WP80	1	44	13	56
WP727	WP138	1	44	112	155
WP727	WP24	0	44	75	119
WP727	WP521	0	44	13	57
WP727	WP536	0	44	152	196
WP727	WP304	0	44	67	111
WP727	WP1435	1	44	97	140
WP727	WP134	0	44	18	62
WP727	WP712	1	44	22	65
WP727	WP357	0	44	25	69
WP727	WP691	0	44	30	74
WP727	WP229	0	44	14	58
WP727	WP1434	0	44	11	55
WP727	WP408	1	44	28	71
WP727	WP561	0	44	22	66
WP727	WP363	1	44	110	153
WP727	WP733	1	44	5	48
WP727	WP237	0	44	21	65
WP727	WP1438	0	44	14	58
WP727	WP28	0	44	47	91
WP727	WP262	1	44	23	67
WP727	WP702	0	44	188	232
WP727	WP58	1	44	41	84
WP727	WP268	1	44	46	90
WP727	WP384	0	44	18	62
WP727	WP1441	3	44	113	154
WP727	WP334	0	44	23	67
WP727	WP49	1	44	76	119
WP727	WP516	1	44	20	63
WP727	WP43	0	44	71	115
WP727	WP585	0	44	28	72
WP727	WP1423	0	44	28	72
WP727	WP244	0	44	67	111
WP727	WP722	1	44	38	81
WP727	WP686	0	44	2	46
WP727	WP698	0	44	40	84
WP727	WP673	0	44	47	91
WP727	WP98	0	44	40	84
WP727	WP1433	1	44	41	85
WP560	WP286	7	52	101	146
WP560	WP53	8	52	52	96
WP560	WP1444	8	52	120	164
WP560	WP678	0	52	16	68
WP560	WP1422	0	52	62	114
WP560	WP558	1	52	65	116
WP560	WP254	3	52	83	132
WP560	WP1424	0	52	28	80
WP560	WP69	6	52	135	181
WP560	WP51	2	52	153	203
WP560	WP465	0	52	74	126
WP560	WP364	10	52	100	142
WP560	WP1448	9	52	148	192
WP560	WP47	2	52	22	72
WP560	WP22	4	52	24	72
WP560	WP136	0	52	9	61
WP560	WP581	3	52	26	75
WP560	WP1443	8	52	120	164
WP560	WP666	1	52	35	86
WP560	WP236	10	52	131	173
WP560	WP497	0	52	49	101
WP560	WP320	0	52	0	52
WP560	WP167	0	52	33	85
WP560	WP197	0	52	29	81
WP560	WP195	0	52	38	90
WP560	WP534	0	52	59	111
WP560	WP696	0	52	9	61
WP560	WP205	5	52	44	91
WP560	WP107	0	52	50	102
WP560	WP311	0	52	10	62
WP560	WP661	0	52	21	73
WP560	WP531	0	52	9	61
WP560	WP411	0	52	129	181
WP560	WP706	3	52	71	120
WP560	WP715	0	52	5	57
WP560	WP272	1	52	24	75
WP560	WP306	6	52	188	234
WP560	WP732	1	52	20	71
WP560	WP35	1	52	96	147
WP560	WP545	0	52	18	70
WP560	WP23	5	52	158	205
WP560	WP179	4	52	90	138
WP560	WP430	0	52	35	87
WP560	WP410	0	52	48	100
WP560	WP1462	0	52	1	53
WP560	WP623	0	52	68	120
WP560	WP400	3	52	34	83
WP560	WP61	9	52	85	128
WP560	WP716	0	52	62	114
WP560	WP428	4	52	61	109
WP560	WP313	5	52	34	81
WP560	WP1442	8	52	120	164
WP560	WP34	1	52	30	81
WP560	WP289	3	52	160	209
WP560	WP382	10	52	162	204
WP560	WP129	1	52	31	82
WP560	WP117	0	52	103	155
WP560	WP474	5	52	66	113
WP560	WP241	0	52	43	95
WP560	WP466	0	52	49	101
WP560	WP383	0	52	38	90
WP560	WP185	2	52	99	149
WP560	WP399	7	52	98	143
WP560	WP524	0	52	37	89
WP560	WP15	4	52	191	239
WP560	WP143	0	52	43	95
WP560	WP1432	0	52	0	52
WP560	WP694	0	52	10	62
WP560	WP299	0	52	41	93
WP560	WP100	0	52	38	90
WP560	WP405	0	52	41	93
WP560	WP477	0	52	88	140
WP560	WP704	0	52	14	66
WP560	WP500	0	52	42	94
WP560	WP80	0	52	13	65
WP560	WP138	9	52	112	155
WP560	WP24	0	52	75	127
WP560	WP521	0	52	13	65
WP560	WP536	1	52	152	203
WP560	WP304	4	52	67	115
WP560	WP1435	7	52	97	142
WP560	WP134	0	52	18	70
WP560	WP712	4	52	22	70
WP560	WP357	0	52	25	77
WP560	WP691	0	52	30	82
WP560	WP229	0	52	14	66
WP560	WP1434	3	52	11	60
WP560	WP408	2	52	28	78
WP560	WP561	0	52	22	74
WP560	WP363	10	52	110	152
WP560	WP733	1	52	5	56
WP560	WP237	0	52	21	73
WP560	WP1438	0	52	14	66
WP560	WP28	3	52	47	98
WP560	WP262	2	52	23	75
WP560	WP702	0	52	188	240
WP560	WP58	0	52	41	93
WP560	WP268	2	52	46	98
WP560	WP384	1	52	18	69
WP560	WP1441	8	52	113	157
WP560	WP334	0	52	23	75
WP560	WP49	6	52	76	122
WP560	WP516	1	52	20	71
WP560	WP43	0	52	71	123
WP560	WP585	3	52	28	77
WP560	WP1423	0	52	28	80
WP560	WP244	2	52	67	117
WP560	WP722	2	52	38	88
WP560	WP686	0	52	2	54
WP560	WP698	0	52	40	92
WP560	WP673	3	52	47	96
WP560	WP98	0	52	40	92
WP560	WP1433	0	52	41	93
WP286	WP53	3	101	52	150
WP286	WP1444	14	101	120	207
WP286	WP678	0	101	16	117
WP286	WP1422	0	101	62	163
WP286	WP558	0	101	65	166
WP286	WP254	10	101	83	174
WP286	WP1424	0	101	28	129
WP286	WP69	35	101	135	201
WP286	WP51	20	101	153	234
WP286	WP465	0	101	74	175
WP286	WP364	40	101	100	161
WP286	WP1448	17	101	148	235
WP286	WP47	0	101	22	123
WP286	WP22	15	101	24	110
WP286	WP136	0	101	9	110
WP286	WP581	15	101	26	112
WP286	WP1443	14	101	120	207
WP286	WP666	5	101	35	131
WP286	WP236	11	101	131	221
WP286	WP497	0	101	49	150
WP286	WP320	0	101	0	101
WP286	WP167	0	101	33	134
WP286	WP197	0	101	29	130
WP286	WP195	0	101	38	139
WP286	WP534	0	101	59	160
WP286	WP696	0	101	9	110
WP286	WP205	23	101	44	122
WP286	WP107	0	101	50	151
WP286	WP311	0	101	10	111
WP286	WP661	0	101	21	122
WP286	WP531	0	101	9	110
WP286	WP411	0	101	129	230
WP286	WP706	3	101	71	169
WP286	WP715	0	101	5	106
WP286	WP272	0	101	24	125
WP286	WP306	31	101	188	258
WP286	WP732	5	101	20	117
WP286	WP35	5	101	96	192
WP286	WP545	0	101	18	119
WP286	WP23	42	101	158	217
WP286	WP179	2	101	90	189
WP286	WP430	0	101	35	136
WP286	WP410	0	101	48	149
WP286	WP1462	0	101	1	102
WP286	WP623	0	101	68	169
WP286	WP400	11	101	34	124
WP286	WP61	9	101	85	177
WP286	WP716	2	101	62	161
WP286	WP428	5	101	61	157
WP286	WP313	20	101	34	115
WP286	WP1442	14	101	120	207
WP286	WP34	0	101	30	131
WP286	WP289	10	101	160	251
WP286	WP382	25	101	162	238
WP286	WP129	2	101	31	130
WP286	WP117	0	101	103	204
WP286	WP474	5	101	66	162
WP286	WP241	0	101	43	144
WP286	WP466	0	101	49	150
WP286	WP383	0	101	38	139
WP286	WP185	22	101	99	178
WP286	WP399	5	101	98	194
WP286	WP524	5	101	37	133
WP286	WP15	1	101	191	291
WP286	WP143	0	101	43	144
WP286	WP1432	0	101	0	101
WP286	WP694	0	101	10	111
WP286	WP299	1	101	41	141
WP286	WP100	0	101	38	139
WP286	WP405	0	101	41	142
WP286	WP477	1	101	88	188
WP286	WP704	0	101	14	115
WP286	WP500	3	101	42	140
WP286	WP80	0	101	13	114
WP286	WP138	8	101	112	205
WP286	WP24	0	101	75	176
WP286	WP521	0	101	13	114
WP286	WP536	6	101	152	247
WP286	WP304	34	101	67	134
WP286	WP1435	5	101	97	193
WP286	WP134	0	101	18	119
WP286	WP712	10	101	22	115
WP286	WP357	0	101	25	126
WP286	WP691	0	101	30	131
WP286	WP229	0	101	14	115
WP286	WP1434	5	101	11	107
WP286	WP408	2	101	28	127
WP286	WP561	0	101	22	123
WP286	WP363	11	101	110	200
WP286	WP733	2	101	5	104
WP286	WP237	0	101	21	122
WP286	WP1438	1	101	14	114
WP286	WP28	1	101	47	147
WP286	WP262	3	101	23	124
WP286	WP702	0	101	188	289
WP286	WP58	0	101	41	142
WP286	WP268	0	101	46	147
WP286	WP384	1	101	18	118
WP286	WP1441	14	101	113	200
WP286	WP334	0	101	23	124
WP286	WP49	40	101	76	137
WP286	WP516	0	101	20	121
WP286	WP43	0	101	71	172
WP286	WP585	15	101	28	114
WP286	WP1423	0	101	28	129
WP286	WP244	17	101	67	151
WP286	WP722	8	101	38	132
WP286	WP686	0	101	2	103
WP286	WP698	0	101	40	141
WP286	WP673	14	101	47	134
WP286	WP98	0	101	40	141
WP286	WP1433	1	101	41	142
WP53	WP1444	2	52	120	170
WP53	WP678	0	52	16	68
WP53	WP1422	0	52	62	114
WP53	WP558	0	52	65	117
WP53	WP254	4	52	83	131
WP53	WP1424	0	52	28	80
WP53	WP69	2	52	135	185
WP53	WP51	1	52	153	204
WP53	WP465	0	52	74	126
WP53	WP364	2	52	100	150
WP53	WP1448	2	52	148	198
WP53	WP47	0	52	22	74
WP53	WP22	1	52	24	75
WP53	WP136	0	52	9	61
WP53	WP581	1	52	26	77
WP53	WP1443	2	52	120	170
WP53	WP666	0	52	35	87
WP53	WP236	10	52	131	173
WP53	WP497	0	52	49	101
WP53	WP320	0	52	0	52
WP53	WP167	0	52	33	85
WP53	WP197	0	52	29	81
WP53	WP195	0	52	38	90
WP53	WP534	0	52	59	111
WP53	WP696	0	52	9	61
WP53	WP205	4	52	44	92
WP53	WP107	0	52	50	102
WP53	WP311	0	52	10	62
WP53	WP661	0	52	21	73
WP53	WP531	0	52	9	61
WP53	WP411	0	52	129	181
WP53	WP706	2	52	71	121
WP53	WP715	0	52	5	57
WP53	WP272	0	52	24	76
WP53	WP306	6	52	188	234
WP53	WP732	2	52	20	70
WP53	WP35	0	52	96	148
WP53	WP545	0	52	18	70
WP53	WP23	8	52	158	202
WP53	WP179	7	52	90	135
WP53	WP430	0	52	35	87
WP53	WP410	1	52	48	99
WP53	WP1462	0	52	1	53
WP53	WP623	0	52	68	120
WP53	WP400	1	52	34	85
WP53	WP61	9	52	85	128
WP53	WP716	0	52	62	114
WP53	WP428	1	52	61	112
WP53	WP313	1	52	34	85
WP53	WP1442	2	52	120	170
WP53	WP34	1	52	30	81
WP53	WP289	2	52	160	210
WP53	WP382	4	52	162	210
WP53	WP129	0	52	31	83
WP53	WP117	0	52	103	155
WP53	WP474	4	52	66	114
WP53	WP241	0	52	43	95
WP53	WP466	1	52	49	100
WP53	WP383	0	52	38	90
WP53	WP185	0	52	99	151
WP53	WP399	2	52	98	149
WP53	WP524	0	52	37	89
WP53	WP15	2	52	191	241
WP53	WP143	0	52	43	95
WP53	WP1432	0	52	0	52
WP53	WP694	0	52	10	62
WP53	WP299	0	52	41	93
WP53	WP100	0	52	38	90
WP53	WP405	0	52	41	93
WP53	WP477	0	52	88	140
WP53	WP704	0	52	14	66
WP53	WP500	0	52	42	94
WP53	WP80	0	52	13	65
WP53	WP138	8	52	112	156
WP53	WP24	0	52	75	127
WP53	WP521	0	52	13	65
WP53	WP536	0	52	152	204
WP53	WP304	0	52	67	119
WP53	WP1435	2	52	97	148
WP53	WP134	0	52	18	70
WP53	WP712	2	52	22	72
WP53	WP357	0	52	25	77
WP53	WP691	0	52	30	82
WP53	WP229	0	52	14	66
WP53	WP1434	2	52	11	61
WP53	WP408	1	52	28	79
WP53	WP561	0	52	22	74
WP53	WP363	5	52	110	157
WP53	WP733	0	52	5	57
WP53	WP237	0	52	21	73
WP53	WP1438	0	52	14	66
WP53	WP28	2	52	47	97
WP53	WP262	2	52	23	75
WP53	WP702	0	52	188	240
WP53	WP58	0	52	41	93
WP53	WP268	1	52	46	98
WP53	WP384	1	52	18	69
WP53	WP1441	2	52	113	163
WP53	WP334	0	52	23	75
WP53	WP49	5	52	76	123
WP53	WP516	3	52	20	69
WP53	WP43	0	52	71	123
WP53	WP585	2	52	28	78
WP53	WP1423	0	52	28	80
WP53	WP244	2	52	67	117
WP53	WP722	2	52	38	88
WP53	WP686	0	52	2	54
WP53	WP698	0	52	40	92
WP53	WP673	2	52	47	97
WP53	WP98	0	52	40	92
WP53	WP1433	1	52	41	93
WP1444	WP678	0	120	16	136
WP1444	WP1422	0	120	62	182
WP1444	WP558	0	120	65	185
WP1444	WP254	19	120	83	184
WP1444	WP1424	0	120	28	148
WP1444	WP69	10	120	135	245
WP1444	WP51	14	120	153	259
WP1444	WP465	0	120	74	194
WP1444	WP364	20	120	100	201
WP1444	WP1448	121	120	148	150
WP1444	WP47	0	120	22	142
WP1444	WP22	7	120	24	137
WP1444	WP136	0	120	9	129
WP1444	WP581	8	120	26	139
WP1444	WP1443	120	120	120	120
WP1444	WP666	4	120	35	151
WP1444	WP236	4	120	131	248
WP1444	WP497	0	120	49	169
WP1444	WP320	0	120	0	120
WP1444	WP167	0	120	33	153
WP1444	WP197	0	120	29	149
WP1444	WP195	6	120	38	153
WP1444	WP534	0	120	59	179
WP1444	WP696	0	120	9	129
WP1444	WP205	7	120	44	157
WP1444	WP107	0	120	50	170
WP1444	WP311	0	120	10	130
WP1444	WP661	0	120	21	141
WP1444	WP531	0	120	9	129
WP1444	WP411	0	120	129	249
WP1444	WP706	4	120	71	187
WP1444	WP715	0	120	5	125
WP1444	WP272	0	120	24	144
WP1444	WP306	21	120	188	287
WP1444	WP732	4	120	20	137
WP1444	WP35	0	120	96	216
WP1444	WP545	0	120	18	138
WP1444	WP23	19	120	158	260
WP1444	WP179	0	120	90	210
WP1444	WP430	0	120	35	155
WP1444	WP410	1	120	48	167
WP1444	WP1462	0	120	1	121
WP1444	WP623	0	120	68	188
WP1444	WP400	7	120	34	147
WP1444	WP61	8	120	85	197
WP1444	WP716	0	120	62	182
WP1444	WP428	4	120	61	177
WP1444	WP313	8	120	34	146
WP1444	WP1442	120	120	120	120
WP1444	WP34	0	120	30	150
WP1444	WP289	5	120	160	275
WP1444	WP382	31	120	162	251
WP1444	WP129	1	120	31	150
WP1444	WP117	0	120	103	223
WP1444	WP474	3	120	66	183
WP1444	WP241	0	120	43	163
WP1444	WP466	0	120	49	169
WP1444	WP383	0	120	38	158
WP1444	WP185	12	120	99	207
WP1444	WP399	4	120	98	214
WP1444	WP524	6	120	37	151
WP1444	WP15	6	120	191	305
WP1444	WP143	0	120	43	163
WP1444	WP1432	0	120	0	120
WP1444	WP694	0	120	10	130
WP1444	WP299	0	120	41	161
WP1444	WP100	0	120	38	158
WP1444	WP405	0	120	41	161
WP1444	WP477	0	120	88	208
WP1444	WP704	0	120	14	134
WP1444	WP500	0	120	42	162
WP1444	WP80	0	120	13	133
WP1444	WP138	7	120	112	225
WP1444	WP24	0	120	75	195
WP1444	WP521	0	120	13	133
WP1444	WP536	0	120	152	272
WP1444	WP304	9	120	67	180
WP1444	WP1435	4	120	97	213
WP1444	WP134	0	120	18	138
WP1444	WP712	9	120	22	135
WP1444	WP357	0	120	25	145
WP1444	WP691	0	120	30	150
WP1444	WP229	0	120	14	134
WP1444	WP1434	8	120	11	123
WP1444	WP408	4	120	28	144
WP1444	WP561	0	120	22	142
WP1444	WP363	8	120	110	222
WP1444	WP733	0	120	5	125
WP1444	WP237	0	120	21	141
WP1444	WP1438	0	120	14	134
WP1444	WP28	4	120	47	165
WP1444	WP262	16	120	23	142
WP1444	WP702	0	120	188	308
WP1444	WP58	0	120	41	161
WP1444	WP268	1	120	46	166
WP1444	WP384	5	120	18	133
WP1444	WP1441	113	120	113	120
WP1444	WP334	0	120	23	143
WP1444	WP49	20	120	76	177
WP1444	WP516	0	120	20	140
WP1444	WP43	0	120	71	191
WP1444	WP585	5	120	28	144
WP1444	WP1423	0	120	28	148
WP1444	WP244	9	120	67	178
WP1444	WP722	9	120	38	150
WP1444	WP686	0	120	2	122
WP1444	WP698	0	120	40	160
WP1444	WP673	7	120	47	160
WP1444	WP98	0	120	40	160
WP1444	WP1433	8	120	41	161
WP678	WP1422	0	16	62	78
WP678	WP558	0	16	65	81
WP678	WP254	0	16	83	99
WP678	WP1424	0	16	28	44
WP678	WP69	0	16	135	151
WP678	WP51	0	16	153	169
WP678	WP465	1	16	74	90
WP678	WP364	0	16	100	116
WP678	WP1448	0	16	148	164
WP678	WP47	0	16	22	38
WP678	WP22	0	16	24	40
WP678	WP136	0	16	9	25
WP678	WP581	0	16	26	42
WP678	WP1443	0	16	120	136
WP678	WP666	0	16	35	51
WP678	WP236	0	16	131	147
WP678	WP497	0	16	49	65
WP678	WP320	0	16	0	16
WP678	WP167	1	16	33	48
WP678	WP197	0	16	29	45
WP678	WP195	0	16	38	54
WP678	WP534	0	16	59	75
WP678	WP696	0	16	9	25
WP678	WP205	0	16	44	60
WP678	WP107	0	16	50	66
WP678	WP311	0	16	10	26
WP678	WP661	0	16	21	37
WP678	WP531	0	16	9	25
WP678	WP411	0	16	129	145
WP678	WP706	0	16	71	87
WP678	WP715	0	16	5	21
WP678	WP272	0	16	24	40
WP678	WP306	0	16	188	204
WP678	WP732	0	16	20	36
WP678	WP35	0	16	96	112
WP678	WP545	0	16	18	34
WP678	WP23	0	16	158	174
WP678	WP179	0	16	90	106
WP678	WP430	0	16	35	51
WP678	WP410	1	16	48	63
WP678	WP1462	0	16	1	17
WP678	WP623	0	16	68	84
WP678	WP400	0	16	34	50
WP678	WP61	0	16	85	101
WP678	WP716	0	16	62	78
WP678	WP428	0	16	61	77
WP678	WP313	0	16	34	50
WP678	WP1442	0	16	120	136
WP678	WP34	0	16	30	46
WP678	WP289	0	16	160	176
WP678	WP382	0	16	162	178
WP678	WP129	0	16	31	47
WP678	WP117	0	16	103	119
WP678	WP474	0	16	66	82
WP678	WP241	0	16	43	59
WP678	WP466	0	16	49	65
WP678	WP383	0	16	38	54
WP678	WP185	0	16	99	115
WP678	WP399	0	16	98	114
WP678	WP524	0	16	37	53
WP678	WP15	0	16	191	207
WP678	WP143	0	16	43	59
WP678	WP1432	0	16	0	16
WP678	WP694	0	16	10	26
WP678	WP299	1	16	41	56
WP678	WP100	0	16	38	54
WP678	WP405	0	16	41	57
WP678	WP477	0	16	88	104
WP678	WP704	0	16	14	30
WP678	WP500	0	16	42	58
WP678	WP80	0	16	13	29
WP678	WP138	0	16	112	128
WP678	WP24	0	16	75	91
WP678	WP521	0	16	13	29
WP678	WP536	0	16	152	168
WP678	WP304	0	16	67	83
WP678	WP1435	0	16	97	113
WP678	WP134	0	16	18	34
WP678	WP712	0	16	22	38
WP678	WP357	0	16	25	41
WP678	WP691	2	16	30	46
WP678	WP229	0	16	14	30
WP678	WP1434	0	16	11	27
WP678	WP408	0	16	28	44
WP678	WP561	0	16	22	38
WP678	WP363	0	16	110	126
WP678	WP733	0	16	5	21
WP678	WP237	0	16	21	37
WP678	WP1438	0	16	14	30
WP678	WP28	0	16	47	63
WP678	WP262	0	16	23	39
WP678	WP702	5	16	188	203
WP678	WP58	0	16	41	57
WP678	WP268	0	16	46	62
WP678	WP384	0	16	18	34
WP678	WP1441	0	16	113	129
WP678	WP334	0	16	23	39
WP678	WP49	0	16	76	92
WP678	WP516	0	16	20	36
WP678	WP43	3	16	71	86
WP678	WP585	0	16	28	44
WP678	WP1423	0	16	28	44
WP678	WP244	0	16	67	83
WP678	WP722	0	16	38	54
WP678	WP686	0	16	2	18
WP678	WP698	0	16	40	56
WP678	WP673	0	16	47	63
WP678	WP98	0	16	40	56
WP678	WP1433	0	16	41	57
WP1422	WP558	0	62	65	127
WP1422	WP254	0	62	83	145
WP1422	WP1424	1	62	28	89
WP1422	WP69	0	62	135	197
WP1422	WP51	0	62	153	215
WP1422	WP465	0	62	74	136
WP1422	WP364	0	62	100	162
WP1422	WP1448	0	62	148	210
WP1422	WP47	0	62	22	84
WP1422	WP22	0	62	24	86
WP1422	WP136	0	62	9	71
WP1422	WP581	0	62	26	88
WP1422	WP1443	0	62	120	182
WP1422	WP666	0	62	35	97
WP1422	WP236	1	62	131	193
WP1422	WP497	0	62	49	111
WP1422	WP320	0	62	0	62
WP1422	WP167	0	62	33	95
WP1422	WP197	0	62	29	91
WP1422	WP195	0	62	38	100
WP1422	WP534	0	62	59	121
WP1422	WP696	0	62	9	71
WP1422	WP205	0	62	44	106
WP1422	WP107	0	62	50	112
WP1422	WP311	0	62	10	72
WP1422	WP661	0	62	21	83
WP1422	WP531	0	62	9	71
WP1422	WP411	0	62	129	191
WP1422	WP706	0	62	71	133
WP1422	WP715	0	62	5	67
WP1422	WP272	0	62	24	86
WP1422	WP306	0	62	188	250
WP1422	WP732	0	62	20	82
WP1422	WP35	0	62	96	158
WP1422	WP545	0	62	18	80
WP1422	WP23	0	62	158	220
WP1422	WP179	0	62	90	152
WP1422	WP430	0	62	35	97
WP1422	WP410	0	62	48	110
WP1422	WP1462	0	62	1	63
WP1422	WP623	0	62	68	130
WP1422	WP400	0	62	34	96
WP1422	WP61	0	62	85	147
WP1422	WP716	0	62	62	124
WP1422	WP428	0	62	61	123
WP1422	WP313	0	62	34	96
WP1422	WP1442	0	62	120	182
WP1422	WP34	1	62	30	92
WP1422	WP289	0	62	160	222
WP1422	WP382	0	62	162	224
WP1422	WP129	0	62	31	93
WP1422	WP117	0	62	103	165
WP1422	WP474	0	62	66	128
WP1422	WP241	0	62	43	105
WP1422	WP466	0	62	49	111
WP1422	WP383	0	62	38	100
WP1422	WP185	0	62	99	161
WP1422	WP399	0	62	98	160
WP1422	WP524	0	62	37	99
WP1422	WP15	1	62	191	252
WP1422	WP143	0	62	43	105
WP1422	WP1432	0	62	0	62
WP1422	WP694	0	62	10	72
WP1422	WP299	0	62	41	103
WP1422	WP100	0	62	38	100
WP1422	WP405	0	62	41	103
WP1422	WP477	0	62	88	150
WP1422	WP704	0	62	14	76
WP1422	WP500	0	62	42	104
WP1422	WP80	0	62	13	75
WP1422	WP138	0	62	112	174
WP1422	WP24	0	62	75	137
WP1422	WP521	0	62	13	75
WP1422	WP536	0	62	152	214
WP1422	WP304	0	62	67	129
WP1422	WP1435	0	62	97	159
WP1422	WP134	0	62	18	80
WP1422	WP712	0	62	22	84
WP1422	WP357	1	62	25	87
WP1422	WP691	0	62	30	92
WP1422	WP229	0	62	14	76
WP1422	WP1434	0	62	11	73
WP1422	WP408	0	62	28	90
WP1422	WP561	0	62	22	84
WP1422	WP363	0	62	110	172
WP1422	WP733	0	62	5	67
WP1422	WP237	0	62	21	83
