Pathway 1	Pathway 2	Nr shared xrefs	Nr xrefs pathway 1	Nr xrefs pathway 2	Nr unique xrefs both pathways
WP550	WP383	0	32	38	70
WP550	WP185	0	32	99	131
WP550	WP399	0	32	98	130
WP550	WP524	0	32	37	69
WP550	WP15	0	32	191	223
WP550	WP143	0	32	43	75
WP550	WP1432	0	32	0	32
WP550	WP694	0	32	10	42
WP550	WP299	0	32	41	73
WP550	WP100	0	32	38	70
WP550	WP405	0	32	41	73
WP550	WP477	0	32	88	120
WP550	WP704	2	32	14	46
WP550	WP500	0	32	42	74
WP550	WP80	0	32	13	45
WP550	WP138	0	32	112	144
WP550	WP24	0	32	75	107
WP550	WP521	0	32	13	45
WP550	WP536	1	32	152	183
WP550	WP304	0	32	67	99
WP550	WP1435	0	32	97	129
WP550	WP134	0	32	18	50
WP550	WP712	0	32	22	54
WP550	WP357	0	32	25	57
WP550	WP691	0	32	30	62
WP550	WP229	0	32	14	46
WP550	WP1434	0	32	11	43
WP550	WP408	1	32	28	59
WP550	WP561	0	32	22	54
WP550	WP363	0	32	110	142
WP550	WP733	1	32	5	36
WP550	WP237	0	32	21	53
WP550	WP1438	0	32	14	46
WP550	WP28	0	32	47	79
WP550	WP262	0	32	23	55
WP550	WP702	1	32	188	220
WP550	WP58	4	32	41	69
WP550	WP268	0	32	46	78
WP550	WP384	0	32	18	50
WP550	WP1441	0	32	113	145
WP550	WP334	0	32	23	55
WP550	WP49	0	32	76	108
WP550	WP516	0	32	20	52
WP550	WP43	0	32	71	103
WP550	WP585	0	32	28	60
WP550	WP1423	0	32	28	60
WP550	WP244	0	32	67	99
WP550	WP722	0	32	38	70
WP550	WP686	0	32	2	34
WP550	WP698	0	32	40	72
WP550	WP673	0	32	47	79
WP550	WP98	0	32	40	72
WP550	WP1433	0	32	41	73
WP690	WP183	0	11	65	76
WP690	WP554	0	11	12	23
WP690	WP186	0	11	13	24
WP690	WP688	0	11	12	23
WP690	WP710	0	11	97	108
WP690	WP247	0	11	18	29
WP690	WP366	0	11	151	162
WP690	WP4	0	11	44	55
WP690	WP12	0	11	18	29
WP690	WP288	0	11	10	21
WP690	WP1466	0	11	0	11
WP690	WP1403	1	11	74	84
WP690	WP127	0	11	69	80
WP690	WP530	0	11	30	41
WP690	WP106	0	11	18	29
WP690	WP496	0	11	20	31
WP690	WP325	1	11	35	45
WP690	WP692	0	11	28	39
WP690	WP1436	0	11	0	11
WP690	WP1456	0	11	71	82
WP690	WP481	0	11	160	171
WP690	WP615	0	11	99	110
WP690	WP1445	0	11	139	150
WP690	WP501	0	11	15	26
WP690	WP707	0	11	70	81
WP690	WP727	0	11	44	55
WP690	WP560	0	11	52	63
WP690	WP286	0	11	101	112
WP690	WP53	0	11	52	63
WP690	WP1444	0	11	120	131
WP690	WP678	0	11	16	27
WP690	WP1422	0	11	62	73
WP690	WP558	0	11	65	76
WP690	WP254	0	11	83	94
WP690	WP1424	0	11	28	39
WP690	WP69	0	11	135	146
WP690	WP51	0	11	153	164
WP690	WP465	0	11	74	85
WP690	WP364	0	11	100	111
WP690	WP1448	0	11	148	159
WP690	WP47	0	11	22	33
WP690	WP22	0	11	24	35
WP690	WP136	0	11	9	20
WP690	WP581	0	11	26	37
WP690	WP1443	0	11	120	131
WP690	WP666	0	11	35	46
WP690	WP236	0	11	131	142
WP690	WP497	0	11	49	60
WP690	WP320	0	11	0	11
WP690	WP167	0	11	33	44
WP690	WP197	0	11	29	40
WP690	WP195	0	11	38	49
WP690	WP534	3	11	59	68
WP690	WP696	0	11	9	20
WP690	WP205	0	11	44	55
WP690	WP107	0	11	50	61
WP690	WP311	0	11	10	21
WP690	WP661	1	11	21	31
WP690	WP531	0	11	9	20
WP690	WP411	0	11	129	140
WP690	WP706	0	11	71	82
WP690	WP715	0	11	5	16
WP690	WP272	0	11	24	35
WP690	WP306	0	11	188	199
WP690	WP732	0	11	20	31
WP690	WP35	0	11	96	107
WP690	WP545	0	11	18	29
WP690	WP23	0	11	158	169
WP690	WP179	0	11	90	101
WP690	WP430	0	11	35	46
WP690	WP410	0	11	48	59
WP690	WP1462	0	11	1	12
WP690	WP623	0	11	68	79
WP690	WP400	0	11	34	45
WP690	WP61	0	11	85	96
WP690	WP716	0	11	62	73
WP690	WP428	0	11	61	72
WP690	WP313	0	11	34	45
WP690	WP1442	0	11	120	131
WP690	WP34	0	11	30	41
WP690	WP289	0	11	160	171
WP690	WP382	0	11	162	173
WP690	WP129	0	11	31	42
WP690	WP117	0	11	103	114
WP690	WP474	0	11	66	77
WP690	WP241	0	11	43	54
WP690	WP466	0	11	49	60
WP690	WP383	0	11	38	49
WP690	WP185	0	11	99	110
WP690	WP399	0	11	98	109
WP690	WP524	0	11	37	48
WP690	WP15	0	11	191	202
WP690	WP143	0	11	43	54
WP690	WP1432	0	11	0	11
WP690	WP694	0	11	10	21
WP690	WP299	0	11	41	52
WP690	WP100	0	11	38	49
WP690	WP405	0	11	41	52
WP690	WP477	0	11	88	99
WP690	WP704	0	11	14	25
WP690	WP500	0	11	42	53
WP690	WP80	0	11	13	24
WP690	WP138	0	11	112	123
WP690	WP24	0	11	75	86
WP690	WP521	0	11	13	24
WP690	WP536	0	11	152	163
WP690	WP304	0	11	67	78
WP690	WP1435	0	11	97	108
WP690	WP134	1	11	18	28
WP690	WP712	0	11	22	33
WP690	WP357	0	11	25	36
WP690	WP691	0	11	30	41
WP690	WP229	0	11	14	25
WP690	WP1434	0	11	11	22
WP690	WP408	0	11	28	39
WP690	WP561	0	11	22	33
WP690	WP363	0	11	110	121
WP690	WP733	0	11	5	16
WP690	WP237	0	11	21	32
WP690	WP1438	0	11	14	25
WP690	WP28	0	11	47	58
WP690	WP262	0	11	23	34
WP690	WP702	1	11	188	199
WP690	WP58	0	11	41	52
WP690	WP268	0	11	46	57
WP690	WP384	0	11	18	29
WP690	WP1441	0	11	113	124
WP690	WP334	0	11	23	34
WP690	WP49	0	11	76	87
WP690	WP516	0	11	20	31
WP690	WP43	0	11	71	82
WP690	WP585	0	11	28	39
WP690	WP1423	0	11	28	39
WP690	WP244	0	11	67	78
WP690	WP722	0	11	38	49
WP690	WP686	0	11	2	13
WP690	WP698	1	11	40	50
WP690	WP673	0	11	47	58
WP690	WP98	0	11	40	51
WP690	WP1433	0	11	41	52
WP183	WP554	0	65	12	77
WP183	WP186	0	65	13	78
WP183	WP688	0	65	12	77
WP183	WP710	0	65	97	162
WP183	WP247	0	65	18	83
WP183	WP366	3	65	151	213
WP183	WP4	1	65	44	108
WP183	WP12	0	65	18	83
WP183	WP288	0	65	10	75
WP183	WP1466	0	65	0	65
WP183	WP1403	0	65	74	139
WP183	WP127	0	65	69	134
WP183	WP530	1	65	30	94
WP183	WP106	0	65	18	83
WP183	WP496	0	65	20	85
WP183	WP325	0	65	35	100
WP183	WP692	0	65	28	93
WP183	WP1436	0	65	0	65
WP183	WP1456	0	65	71	136
WP183	WP481	0	65	160	225
WP183	WP615	1	65	99	163
WP183	WP1445	0	65	139	204
WP183	WP501	0	65	15	80
WP183	WP707	1	65	70	135
WP183	WP727	0	65	44	109
WP183	WP560	1	65	52	116
WP183	WP286	0	65	101	166
WP183	WP53	1	65	52	116
WP183	WP1444	0	65	120	185
WP183	WP678	0	65	16	81
WP183	WP1422	0	65	62	127
WP183	WP558	0	65	65	130
WP183	WP254	0	65	83	148
WP183	WP1424	0	65	28	93
WP183	WP69	0	65	135	200
WP183	WP51	0	65	153	218
WP183	WP465	0	65	74	139
WP183	WP364	0	65	100	165
WP183	WP1448	0	65	148	213
WP183	WP47	0	65	22	87
WP183	WP22	0	65	24	89
WP183	WP136	0	65	9	74
WP183	WP581	0	65	26	91
WP183	WP1443	0	65	120	185
WP183	WP666	0	65	35	100
WP183	WP236	0	65	131	196
WP183	WP497	0	65	49	114
WP183	WP320	0	65	0	65
WP183	WP167	0	65	33	98
WP183	WP197	0	65	29	94
WP183	WP195	0	65	38	103
WP183	WP534	0	65	59	124
WP183	WP696	0	65	9	74
WP183	WP205	0	65	44	109
WP183	WP107	0	65	50	115
WP183	WP311	0	65	10	75
WP183	WP661	0	65	21	86
WP183	WP531	0	65	9	74
WP183	WP411	1	65	129	193
WP183	WP706	0	65	71	136
WP183	WP715	0	65	5	70
WP183	WP272	0	65	24	89
WP183	WP306	0	65	188	253
WP183	WP732	0	65	20	85
WP183	WP35	0	65	96	161
WP183	WP545	0	65	18	83
WP183	WP23	0	65	158	223
WP183	WP179	0	65	90	155
WP183	WP430	0	65	35	100
WP183	WP410	1	65	48	112
WP183	WP1462	0	65	1	66
WP183	WP623	0	65	68	133
WP183	WP400	0	65	34	99
WP183	WP61	0	65	85	150
WP183	WP716	0	65	62	127
WP183	WP428	0	65	61	126
WP183	WP313	0	65	34	99
WP183	WP1442	0	65	120	185
WP183	WP34	0	65	30	95
WP183	WP289	1	65	160	224
WP183	WP382	0	65	162	227
WP183	WP129	0	65	31	96
WP183	WP117	0	65	103	168
WP183	WP474	0	65	66	131
WP183	WP241	0	65	43	108
WP183	WP466	2	65	49	112
WP183	WP383	0	65	38	103
WP183	WP185	0	65	99	164
WP183	WP399	0	65	98	163
WP183	WP524	0	65	37	102
WP183	WP15	1	65	191	255
WP183	WP143	0	65	43	108
WP183	WP1432	0	65	0	65
WP183	WP694	0	65	10	75
WP183	WP299	0	65	41	106
WP183	WP100	0	65	38	103
WP183	WP405	0	65	41	106
WP183	WP477	0	65	88	153
WP183	WP704	0	65	14	79
WP183	WP500	0	65	42	107
WP183	WP80	0	65	13	78
WP183	WP138	0	65	112	177
WP183	WP24	0	65	75	140
WP183	WP521	0	65	13	78
WP183	WP536	1	65	152	216
WP183	WP304	0	65	67	132
WP183	WP1435	0	65	97	162
WP183	WP134	0	65	18	83
WP183	WP712	0	65	22	87
WP183	WP357	0	65	25	90
WP183	WP691	0	65	30	95
WP183	WP229	0	65	14	79
WP183	WP1434	0	65	11	76
WP183	WP408	0	65	28	93
WP183	WP561	0	65	22	87
WP183	WP363	0	65	110	175
WP183	WP733	0	65	5	70
WP183	WP237	0	65	21	86
WP183	WP1438	0	65	14	79
WP183	WP28	0	65	47	112
WP183	WP262	0	65	23	88
WP183	WP702	0	65	188	253
WP183	WP58	0	65	41	106
WP183	WP268	0	65	46	111
WP183	WP384	0	65	18	83
WP183	WP1441	0	65	113	178
WP183	WP334	0	65	23	88
WP183	WP49	0	65	76	141
WP183	WP516	1	65	20	84
WP183	WP43	0	65	71	136
WP183	WP585	0	65	28	93
WP183	WP1423	0	65	28	93
WP183	WP244	0	65	67	132
WP183	WP722	0	65	38	103
WP183	WP686	0	65	2	67
WP183	WP698	0	65	40	105
WP183	WP673	0	65	47	112
WP183	WP98	0	65	40	105
WP183	WP1433	0	65	41	106
WP554	WP186	0	12	13	25
WP554	WP688	0	12	12	24
WP554	WP710	0	12	97	109
WP554	WP247	0	12	18	30
WP554	WP366	0	12	151	163
WP554	WP4	1	12	44	55
WP554	WP12	0	12	18	30
WP554	WP288	0	12	10	22
WP554	WP1466	0	12	0	12
WP554	WP1403	0	12	74	86
WP554	WP127	0	12	69	81
WP554	WP530	0	12	30	42
WP554	WP106	0	12	18	30
WP554	WP496	0	12	20	32
WP554	WP325	0	12	35	47
WP554	WP692	0	12	28	40
WP554	WP1436	0	12	0	12
WP554	WP1456	0	12	71	83
WP554	WP481	0	12	160	172
WP554	WP615	0	12	99	111
WP554	WP1445	0	12	139	151
WP554	WP501	0	12	15	27
WP554	WP707	0	12	70	82
WP554	WP727	1	12	44	55
WP554	WP560	0	12	52	64
WP554	WP286	0	12	101	113
WP554	WP53	0	12	52	64
WP554	WP1444	0	12	120	132
WP554	WP678	0	12	16	28
WP554	WP1422	0	12	62	74
WP554	WP558	1	12	65	76
WP554	WP254	0	12	83	95
WP554	WP1424	0	12	28	40
WP554	WP69	0	12	135	147
WP554	WP51	1	12	153	164
WP554	WP465	0	12	74	86
WP554	WP364	0	12	100	112
WP554	WP1448	0	12	148	160
WP554	WP47	0	12	22	34
WP554	WP22	0	12	24	36
WP554	WP136	0	12	9	21
WP554	WP581	0	12	26	38
WP554	WP1443	0	12	120	132
WP554	WP666	0	12	35	47
WP554	WP236	1	12	131	142
WP554	WP497	0	12	49	61
WP554	WP320	0	12	0	12
WP554	WP167	0	12	33	45
WP554	WP197	0	12	29	41
WP554	WP195	0	12	38	50
WP554	WP534	0	12	59	71
WP554	WP696	0	12	9	21
WP554	WP205	0	12	44	56
WP554	WP107	0	12	50	62
WP554	WP311	0	12	10	22
WP554	WP661	0	12	21	33
WP554	WP531	0	12	9	21
WP554	WP411	0	12	129	141
WP554	WP706	0	12	71	83
WP554	WP715	0	12	5	17
WP554	WP272	0	12	24	36
WP554	WP306	0	12	188	200
WP554	WP732	0	12	20	32
WP554	WP35	0	12	96	108
WP554	WP545	0	12	18	30
WP554	WP23	0	12	158	170
WP554	WP179	0	12	90	102
WP554	WP430	0	12	35	47
WP554	WP410	0	12	48	60
WP554	WP1462	0	12	1	13
WP554	WP623	0	12	68	80
WP554	WP400	0	12	34	46
WP554	WP61	0	12	85	97
WP554	WP716	0	12	62	74
WP554	WP428	0	12	61	73
WP554	WP313	0	12	34	46
WP554	WP1442	0	12	120	132
WP554	WP34	0	12	30	42
WP554	WP289	1	12	160	171
WP554	WP382	0	12	162	174
WP554	WP129	0	12	31	43
WP554	WP117	0	12	103	115
WP554	WP474	0	12	66	78
WP554	WP241	0	12	43	55
WP554	WP466	0	12	49	61
WP554	WP383	0	12	38	50
WP554	WP185	0	12	99	111
WP554	WP399	0	12	98	110
WP554	WP524	0	12	37	49
WP554	WP15	0	12	191	203
WP554	WP143	0	12	43	55
WP554	WP1432	0	12	0	12
WP554	WP694	0	12	10	22
WP554	WP299	0	12	41	53
WP554	WP100	0	12	38	50
WP554	WP405	0	12	41	53
WP554	WP477	0	12	88	100
WP554	WP704	0	12	14	26
WP554	WP500	0	12	42	54
WP554	WP80	0	12	13	25
WP554	WP138	0	12	112	124
WP554	WP24	4	12	75	83
WP554	WP521	0	12	13	25
WP554	WP536	0	12	152	164
WP554	WP304	0	12	67	79
WP554	WP1435	0	12	97	109
WP554	WP134	0	12	18	30
WP554	WP712	0	12	22	34
WP554	WP357	0	12	25	37
WP554	WP691	0	12	30	42
WP554	WP229	0	12	14	26
WP554	WP1434	0	12	11	23
WP554	WP408	0	12	28	40
WP554	WP561	0	12	22	34
WP554	WP363	0	12	110	122
WP554	WP733	0	12	5	17
WP554	WP237	0	12	21	33
WP554	WP1438	0	12	14	26
WP554	WP28	0	12	47	59
WP554	WP262	0	12	23	35
WP554	WP702	0	12	188	200
WP554	WP58	0	12	41	53
WP554	WP268	0	12	46	58
WP554	WP384	0	12	18	30
WP554	WP1441	0	12	113	125
WP554	WP334	0	12	23	35
WP554	WP49	0	12	76	88
WP554	WP516	0	12	20	32
WP554	WP43	0	12	71	83
WP554	WP585	0	12	28	40
WP554	WP1423	0	12	28	40
WP554	WP244	0	12	67	79
WP554	WP722	0	12	38	50
WP554	WP686	0	12	2	14
WP554	WP698	0	12	40	52
WP554	WP673	0	12	47	59
WP554	WP98	0	12	40	52
WP554	WP1433	0	12	41	53
WP186	WP688	0	13	12	25
WP186	WP710	1	13	97	109
WP186	WP247	0	13	18	31
WP186	WP366	0	13	151	164
WP186	WP4	0	13	44	57
WP186	WP12	0	13	18	31
WP186	WP288	0	13	10	23
WP186	WP1466	0	13	0	13
WP186	WP1403	0	13	74	87
WP186	WP127	0	13	69	82
WP186	WP530	0	13	30	43
WP186	WP106	0	13	18	31
WP186	WP496	0	13	20	33
WP186	WP325	0	13	35	48
WP186	WP692	0	13	28	41
WP186	WP1436	0	13	0	13
WP186	WP1456	0	13	71	84
WP186	WP481	0	13	160	173
WP186	WP615	0	13	99	112
WP186	WP1445	0	13	139	152
WP186	WP501	0	13	15	28
WP186	WP707	6	13	70	79
WP186	WP727	0	13	44	57
WP186	WP560	0	13	52	65
WP186	WP286	0	13	101	114
WP186	WP53	0	13	52	65
WP186	WP1444	0	13	120	133
WP186	WP678	0	13	16	29
WP186	WP1422	0	13	62	75
WP186	WP558	0	13	65	78
WP186	WP254	0	13	83	96
WP186	WP1424	0	13	28	41
WP186	WP69	0	13	135	148
WP186	WP51	0	13	153	166
WP186	WP465	0	13	74	87
WP186	WP364	0	13	100	113
WP186	WP1448	0	13	148	161
WP186	WP47	0	13	22	35
WP186	WP22	0	13	24	37
WP186	WP136	0	13	9	22
WP186	WP581	0	13	26	39
WP186	WP1443	0	13	120	133
WP186	WP666	0	13	35	48
WP186	WP236	0	13	131	144
WP186	WP497	0	13	49	62
WP186	WP320	0	13	0	13
WP186	WP167	0	13	33	46
WP186	WP197	0	13	29	42
WP186	WP195	0	13	38	51
WP186	WP534	0	13	59	72
WP186	WP696	0	13	9	22
WP186	WP205	0	13	44	57
WP186	WP107	0	13	50	63
WP186	WP311	0	13	10	23
WP186	WP661	0	13	21	34
WP186	WP531	2	13	9	20
WP186	WP411	0	13	129	142
WP186	WP706	0	13	71	84
WP186	WP715	0	13	5	18
WP186	WP272	0	13	24	37
WP186	WP306	0	13	188	201
WP186	WP732	0	13	20	33
WP186	WP35	0	13	96	109
WP186	WP545	0	13	18	31
WP186	WP23	0	13	158	171
WP186	WP179	1	13	90	103
WP186	WP430	0	13	35	48
WP186	WP410	0	13	48	61
WP186	WP1462	0	13	1	14
WP186	WP623	0	13	68	81
WP186	WP400	0	13	34	47
WP186	WP61	0	13	85	98
WP186	WP716	0	13	62	75
WP186	WP428	0	13	61	74
WP186	WP313	0	13	34	47
WP186	WP1442	0	13	120	133
WP186	WP34	1	13	30	43
WP186	WP289	0	13	160	173
WP186	WP382	0	13	162	175
WP186	WP129	0	13	31	44
WP186	WP117	0	13	103	116
WP186	WP474	0	13	66	79
WP186	WP241	0	13	43	56
WP186	WP466	5	13	49	62
WP186	WP383	0	13	38	51
WP186	WP185	0	13	99	112
WP186	WP399	0	13	98	111
WP186	WP524	0	13	37	50
WP186	WP15	0	13	191	204
WP186	WP143	0	13	43	56
WP186	WP1432	0	13	0	13
WP186	WP694	0	13	10	23
WP186	WP299	0	13	41	54
WP186	WP100	0	13	38	51
WP186	WP405	0	13	41	54
WP186	WP477	0	13	88	101
WP186	WP704	0	13	14	27
WP186	WP500	0	13	42	55
WP186	WP80	0	13	13	26
WP186	WP138	0	13	112	125
WP186	WP24	0	13	75	88
WP186	WP521	0	13	13	26
WP186	WP536	0	13	152	165
WP186	WP304	0	13	67	80
WP186	WP1435	0	13	97	110
WP186	WP134	0	13	18	31
WP186	WP712	0	13	22	35
WP186	WP357	0	13	25	38
WP186	WP691	0	13	30	43
WP186	WP229	0	13	14	27
WP186	WP1434	0	13	11	24
WP186	WP408	0	13	28	41
WP186	WP561	0	13	22	35
WP186	WP363	0	13	110	123
WP186	WP733	0	13	5	18
WP186	WP237	0	13	21	34
WP186	WP1438	0	13	14	27
WP186	WP28	0	13	47	60
WP186	WP262	0	13	23	36
WP186	WP702	0	13	188	201
WP186	WP58	0	13	41	54
WP186	WP268	0	13	46	59
WP186	WP384	0	13	18	31
WP186	WP1441	0	13	113	126
WP186	WP334	0	13	23	36
WP186	WP49	0	13	76	89
WP186	WP516	0	13	20	33
WP186	WP43	0	13	71	84
WP186	WP585	0	13	28	41
WP186	WP1423	0	13	28	41
WP186	WP244	0	13	67	80
WP186	WP722	0	13	38	51
WP186	WP686	0	13	2	15
WP186	WP698	0	13	40	53
WP186	WP673	0	13	47	60
WP186	WP98	0	13	40	53
WP186	WP1433	0	13	41	54
WP688	WP710	0	12	97	109
WP688	WP247	0	12	18	30
WP688	WP366	0	12	151	163
WP688	WP4	0	12	44	56
WP688	WP12	0	12	18	30
WP688	WP288	0	12	10	22
WP688	WP1466	0	12	0	12
WP688	WP1403	0	12	74	86
WP688	WP127	0	12	69	81
WP688	WP530	0	12	30	42
WP688	WP106	0	12	18	30
WP688	WP496	0	12	20	32
WP688	WP325	0	12	35	47
WP688	WP692	2	12	28	38
WP688	WP1436	0	12	0	12
WP688	WP1456	0	12	71	83
WP688	WP481	0	12	160	172
WP688	WP615	0	12	99	111
WP688	WP1445	0	12	139	151
WP688	WP501	0	12	15	27
WP688	WP707	0	12	70	82
WP688	WP727	0	12	44	56
WP688	WP560	0	12	52	64
WP688	WP286	0	12	101	113
WP688	WP53	0	12	52	64
WP688	WP1444	0	12	120	132
WP688	WP678	0	12	16	28
WP688	WP1422	0	12	62	74
WP688	WP558	0	12	65	77
WP688	WP254	0	12	83	95
WP688	WP1424	0	12	28	40
WP688	WP69	0	12	135	147
WP688	WP51	0	12	153	165
WP688	WP465	0	12	74	86
WP688	WP364	0	12	100	112
WP688	WP1448	0	12	148	160
WP688	WP47	0	12	22	34
WP688	WP22	0	12	24	36
WP688	WP136	0	12	9	21
WP688	WP581	0	12	26	38
WP688	WP1443	0	12	120	132
WP688	WP666	0	12	35	47
WP688	WP236	0	12	131	143
WP688	WP497	0	12	49	61
WP688	WP320	0	12	0	12
WP688	WP167	0	12	33	45
WP688	WP197	0	12	29	41
WP688	WP195	0	12	38	50
WP688	WP534	0	12	59	71
WP688	WP696	0	12	9	21
WP688	WP205	0	12	44	56
WP688	WP107	0	12	50	62
WP688	WP311	0	12	10	22
WP688	WP661	0	12	21	33
WP688	WP531	0	12	9	21
WP688	WP411	0	12	129	141
WP688	WP706	0	12	71	83
WP688	WP715	0	12	5	17
WP688	WP272	0	12	24	36
WP688	WP306	0	12	188	200
WP688	WP732	0	12	20	32
WP688	WP35	0	12	96	108
WP688	WP545	1	12	18	29
WP688	WP23	0	12	158	170
WP688	WP179	0	12	90	102
WP688	WP430	0	12	35	47
WP688	WP410	0	12	48	60
WP688	WP1462	0	12	1	13
WP688	WP623	1	12	68	79
WP688	WP400	0	12	34	46
WP688	WP61	0	12	85	97
WP688	WP716	0	12	62	74
WP688	WP428	0	12	61	73
WP688	WP313	0	12	34	46
WP688	WP1442	0	12	120	132
WP688	WP34	0	12	30	42
WP688	WP289	0	12	160	172
WP688	WP382	0	12	162	174
WP688	WP129	0	12	31	43
WP688	WP117	0	12	103	115
WP688	WP474	1	12	66	77
WP688	WP241	0	12	43	55
WP688	WP466	0	12	49	61
WP688	WP383	0	12	38	50
WP688	WP185	0	12	99	111
WP688	WP399	0	12	98	110
WP688	WP524	0	12	37	49
WP688	WP15	5	12	191	198
WP688	WP143	0	12	43	55
WP688	WP1432	0	12	0	12
WP688	WP694	0	12	10	22
WP688	WP299	0	12	41	53
WP688	WP100	2	12	38	48
WP688	WP405	0	12	41	53
WP688	WP477	0	12	88	100
WP688	WP704	0	12	14	26
WP688	WP500	0	12	42	54
WP688	WP80	0	12	13	25
WP688	WP138	0	12	112	124
WP688	WP24	0	12	75	87
WP688	WP521	0	12	13	25
WP688	WP536	0	12	152	164
WP688	WP304	0	12	67	79
WP688	WP1435	0	12	97	109
WP688	WP134	0	12	18	30
WP688	WP712	0	12	22	34
WP688	WP357	0	12	25	37
WP688	WP691	2	12	30	40
WP688	WP229	0	12	14	26
WP688	WP1434	0	12	11	23
WP688	WP408	0	12	28	40
WP688	WP561	2	12	22	32
WP688	WP363	0	12	110	122
WP688	WP733	0	12	5	17
WP688	WP237	0	12	21	33
WP688	WP1438	0	12	14	26
WP688	WP28	0	12	47	59
WP688	WP262	0	12	23	35
WP688	WP702	5	12	188	195
WP688	WP58	0	12	41	53
WP688	WP268	0	12	46	58
WP688	WP384	0	12	18	30
WP688	WP1441	0	12	113	125
WP688	WP334	0	12	23	35
WP688	WP49	0	12	76	88
WP688	WP516	0	12	20	32
WP688	WP43	0	12	71	83
WP688	WP585	0	12	28	40
WP688	WP1423	0	12	28	40
WP688	WP244	0	12	67	79
WP688	WP722	0	12	38	50
WP688	WP686	0	12	2	14
WP688	WP698	2	12	40	50
WP688	WP673	0	12	47	59
WP688	WP98	0	12	40	52
WP688	WP1433	0	12	41	53
WP710	WP247	0	97	18	115
WP710	WP366	16	97	151	241
WP710	WP4	0	97	44	141
WP710	WP12	0	97	18	115
WP710	WP288	3	97	10	107
WP710	WP1466	0	97	0	97
WP710	WP1403	5	97	74	169
WP710	WP127	14	97	69	159
WP710	WP530	1	97	30	126
WP710	WP106	0	97	18	115
WP710	WP496	0	97	20	117
WP710	WP325	0	97	35	132
WP710	WP692	0	97	28	125
WP710	WP1436	0	97	0	97
WP710	WP1456	1	97	71	168
WP710	WP481	21	97	160	251
WP710	WP615	11	97	99	192
WP710	WP1445	12	97	139	231
WP710	WP501	0	97	15	112
WP710	WP707	12	97	70	159
WP710	WP727	1	97	44	141
WP710	WP560	8	97	52	144
WP710	WP286	16	97	101	194
WP710	WP53	6	97	52	148
WP710	WP1444	12	97	120	212
WP710	WP678	0	97	16	113
WP710	WP1422	0	97	62	159
WP710	WP558	1	97	65	161
WP710	WP254	18	97	83	177
WP710	WP1424	0	97	28	125
WP710	WP69	12	97	135	229
WP710	WP51	9	97	153	246
WP710	WP465	2	97	74	171
WP710	WP364	17	97	100	191
WP710	WP1448	12	97	148	240
WP710	WP47	0	97	22	119
WP710	WP22	5	97	24	120
WP710	WP136	0	97	9	106
WP710	WP581	7	97	26	122
WP710	WP1443	12	97	120	212
WP710	WP666	1	97	35	131
WP710	WP236	11	97	131	221
WP710	WP497	0	97	49	146
WP710	WP320	0	97	0	97
WP710	WP167	0	97	33	130
WP710	WP197	0	97	29	126
WP710	WP195	0	97	38	135
WP710	WP534	1	97	59	156
WP710	WP696	0	97	9	106
WP710	WP205	12	97	44	138
WP710	WP107	0	97	50	147
WP710	WP311	0	97	10	107
WP710	WP661	0	97	21	118
WP710	WP531	0	97	9	106
WP710	WP411	0	97	129	226
WP710	WP706	1	97	71	168
WP710	WP715	0	97	5	102
WP710	WP272	1	97	24	120
WP710	WP306	23	97	188	276
WP710	WP732	1	97	20	117
WP710	WP35	1	97	96	192
WP710	WP545	0	97	18	115
WP710	WP23	18	97	158	248
WP710	WP179	13	97	90	183
WP710	WP430	1	97	35	131
WP710	WP410	0	97	48	145
WP710	WP1462	0	97	1	98
WP710	WP623	0	97	68	165
WP710	WP400	7	97	34	129
WP710	WP61	7	97	85	179
WP710	WP716	0	97	62	159
WP710	WP428	38	97	61	120
WP710	WP313	6	97	34	129
WP710	WP1442	12	97	120	212
WP710	WP34	4	97	30	126
WP710	WP289	2	97	160	256
WP710	WP382	21	97	162	252
WP710	WP129	0	97	31	128
WP710	WP117	0	97	103	200
WP710	WP474	3	97	66	161
WP710	WP241	0	97	43	140
WP710	WP466	0	97	49	146
WP710	WP383	0	97	38	135
WP710	WP185	12	97	99	193
WP710	WP399	38	97	98	159
WP710	WP524	5	97	37	131
WP710	WP15	6	97	191	287
WP710	WP143	0	97	43	140
WP710	WP1432	0	97	0	97
WP710	WP694	0	97	10	107
WP710	WP299	0	97	41	138
WP710	WP100	0	97	38	135
WP710	WP405	0	97	41	138
WP710	WP477	0	97	88	185
WP710	WP704	0	97	14	111
WP710	WP500	3	97	42	136
WP710	WP80	0	97	13	110
WP710	WP138	12	97	112	205
WP710	WP24	0	97	75	172
WP710	WP521	0	97	13	110
WP710	WP536	0	97	152	249
WP710	WP304	7	97	67	163
WP710	WP1435	38	97	97	158
WP710	WP134	0	97	18	115
WP710	WP712	6	97	22	117
WP710	WP357	0	97	25	122
WP710	WP691	0	97	30	127
WP710	WP229	1	97	14	110
WP710	WP1434	3	97	11	106
WP710	WP408	4	97	28	124
WP710	WP561	0	97	22	119
WP710	WP363	26	97	110	186
WP710	WP733	0	97	5	102
WP710	WP237	0	97	21	118
WP710	WP1438	1	97	14	111
WP710	WP28	2	97	47	144
WP710	WP262	5	97	23	118
WP710	WP702	0	97	188	285
WP710	WP58	0	97	41	138
WP710	WP268	3	97	46	143
